Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
9674,Triazolam,HMDB0015034,5556,9674,NA,NA,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,1
5855,Ibuprofen,HMDB0001925,3672,5855,C01588,572,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,1
9330,Amidosulfonic acid,HMDB0034830,5987,9330,NA,NA,NS(O)(=O)=O,1
9400,Tangeritin,HMDB0030539,68077,9400,C10190,NA,COC1=CC=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C(OC)=C2O1,1
47,(+)-Syringaresinol,HMDB0303494,443023,47,C10889,NA,[H][C@]12CO[C@H](C3=CC(OC)=C(O)C(OC)=C3)[C@@]1([H])CO[C@@H]2C1=CC(OC)=C(O)C(OC)=C1,1
7777,Ophiobolin A,NA,5281387,7777,C09145,NA,CC(C)=C1C(C)2(CC3(C)C4(C(=O)C4(C)O)/C(C=O)=C\C23)O1,1
7781,Orientin,HMDB0030614,5382105,7781,C10114,NA,OCC1OC(C(O)C(O)C1O)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC(O)=C(O)C=C1,1
7823,Oxazepam,HMDB0014980,4616,7823,C07359,NA,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,1
8212,Pimozide,HMDB0015232,16362,8212,C07566,NA,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,1
8214,Pindolol,HMDB0015095,4828,8214,C07445,NA,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,1
8240,"3,4-Methylenedioxybenzaldehyde",HMDB0032612,8438,8240,C10812,NA,[H]C(=O)C1=CC2=C(OCO2)C=C1,1
8247,Pirenzepine,HMDB0014808,4848,8247,C07508,NA,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,1
4139,alpha-Santalyl acetate,HMDB0037209,6036,4139,C00124,NA,CC(=O)OC\C(C)=C/CCC1(C)C2CC3C(C2)C13C,1
13719,NA,NA,NA,NA,NA,NA,NA,0
2423,NA,NA,NA,NA,NA,NA,NA,0
2437,NA,NA,NA,NA,NA,NA,NA,0
7775,Ononin,HMDB0033987,3733033,7775,C10509,NA,COC1=CC=C(C=C1)C1=COC2=C(C=CC(OC3OC(CO)C(O)C(O)C3O)=C2)C1=O,1
4372,(+)-Dehydrovomifoliol,HMDB0302822,688492,4372,C02533,NA,[H]\C(=C(\[H])[C@@]1(O)C(C)=CC(=O)CC1(C)C)C(C)=O,1
9753,Troglitazone,HMDB0259292,5591,9753,NA,NA,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,1
9123,Sertraline,HMDB0005010,68617,9123,C07246,2417,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,1
9169,Sisomicin,NA,3777,9169,C00494,NA,NA,1
4911,Etoposide,HMDB0014911,36462,4911,C01576,NA,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,1
4913,NA,NA,NA,NA,NA,NA,NA,0
3962,Curcumin,HMDB0002269,969516,3962,C10443,NA,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,1
4027,Cyclophosphamide,HMDB0014672,2907,4027,C07888,NA,ClCCN(CCCl)P1(=O)NCCCO1,1
4047,Cysteinylglycine,HMDB0000078,439498,4047,C01419,5134,N[C@@H](CS)C(=O)NCC(O)=O,1
5009,Fenoxycarb,HMDB0252212,51605,5009,C11078,NA,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,1
5011,NA,NA,NA,NA,NA,NA,NA,0
5062,Finasteride,HMDB0001984,57363,5062,NA,NA,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,1
26271,DL-Proline,HMDB0251528,614,26271,C16435,NA,OC(=O)C1CCCN1,1
25189,NA,NA,NA,NA,NA,NA,NA,0
25234,NA,NA,NA,NA,NA,NA,NA,0
23995,1-Ethyl-1-nitrosourea,HMDB0243873,NA,23995,C19178,NA,CCN(N=O)C(O)=N,1
22660,1-Deoxy-1-(N6-lysino)-D-fructose,HMDB0062186,424,22660,C16433,NA,N[C@@H](CCCCNC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=O,1
22689,NA,NA,NA,NA,NA,NA,NA,0
19203,Pyrrole,HMDB0035924,8027,19203,C19907,NA,N1C=CC=C1,1
25094,NA,NA,NA,NA,NA,NA,NA,0
19391,"2,6-Dibromophenol",HMDB0032080,11847,19391,C16247,NA,OC1=C(Br)C=CC=C1Br,1
24813,Indolelactic acid,HMDB0000671,676157,24813,C02043,5641,O[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,1
20364,4-Fluorobenzoic acid,HMDB0246425,NA,20364,C02371,NA,OC(=O)C1=CC=C(F)C=C1,1
22469,NA,NA,NA,NA,NA,NA,NA,0
25646,octanoate,HMDB0304443,119389,25646,NA,NA,CCCCCCCC([O-])=O,1
26911,Tetrahydrofuran,HMDB0000246,8028,26911,NA,NA,C1CCOC1,1
24782,NA,NA,NA,NA,NA,NA,NA,0
24898,NA,NA,NA,NA,NA,NA,NA,0
24729,NA,NA,NA,NA,NA,NA,NA,0
7563,Nicotinuric acid,HMDB0003269,68499,7563,C05380,1499,OC(=O)CNC(=O)C1=CN=CC=C1,1
12256,NA,NA,NA,NA,NA,NA,NA,0
11412,NA,NA,NA,NA,NA,NA,NA,0
3005,NA,NA,NA,NA,NA,NA,NA,0
3023,Benzbromarone,HMDB0041834,2333,3023,NA,NA,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,1
1367,"3,3',4,4'-Tetrachlorobiphenyl",HMDB0246009,36187,1367,C11057,NA,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1,1
3605,NA,NA,NA,NA,NA,NA,NA,0
7936,Paroxetine,HMDB0014853,43815,7936,C07415,NA,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,1
7444,Folerogenin,HMDB0037507,5319509,7444,NA,NA,COC1=CC(O)=C2C(=O)[C@@H](O)[C@H](OC2=C1)C1=CC=C(O)C=C1,1
9546,NA,NA,NA,NA,NA,NA,NA,0
6384,Latanoprost,HMDB0014792,5311221,6384,NA,NA,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,1
6402,Leflunomide,HMDB0015229,3899,6402,C07905,NA,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,1
669,1-Phenylethanol,HMDB0032619,7409,669,C07112,NA,CC(O)C1=CC=CC=C1,1
1911,4-Nitroanisole,HMDB0246530,7485,1911,C07555,NA,COC1=CC=C(C=C1)N(=O)=O,1
9925,NA,NA,NA,NA,NA,NA,NA,0
6887,NA,NA,NA,NA,NA,NA,NA,0
6950,Mirtazapine,HMDB0014514,4205,6950,C07570,NA,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,1
4208,NA,NA,NA,NA,NA,NA,NA,0
3766,Clozapine,HMDB0014507,135398737,3766,C06924,NA,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,1
470,NA,NA,NA,NA,NA,NA,NA,0
4775,Ellagic acid,HMDB0002899,5281855,4775,C10788,3430,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2,1
920,"2,4-Dinitrotoluene",HMDB0245464,8461,920,C11006,NA,CC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,1
945,NA,NA,NA,NA,NA,NA,NA,0
9509,NA,NA,NA,NA,NA,NA,NA,0
10119,Ziprasidone,HMDB0014391,60854,10119,C07568,NA,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,1
122,(-)-Usnic acid,NA,442614,122,C10101,NA,CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c32(C)C1=O,1
128,(-)-alpha-Terpineol,METPA0995,NA,128,C11393,NA,NA,1
5063,NA,NA,NA,NA,NA,NA,NA,0
5107,NA,NA,NA,NA,NA,NA,NA,0
5121,Flupenthixol,HMDB0015013,25137855,5121,NA,NA,[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F,1
5132,Flutamide,HMDB0014642,3397,5132,C07653,NA,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,1
6099,Kaempferide,HMDB0037441,5281666,6099,C10098,NA,COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,1
6109,NA,NA,NA,NA,NA,NA,NA,0
8736,NA,NA,NA,NA,NA,NA,NA,0
3159,Botrydial,NA,185781,3159,C09622,NA,CC(=O)O1C(C)(C=O)2(O)1C(C)(C)C2(C)C=O,1
3179,NA,NA,NA,NA,NA,NA,NA,0
18624,"1,3-Dichloropropene",HMDB0013592,24726,18624,C06609,NA,ClC\C=C\Cl,1
14336,Glycerophosphoric acid,HMDB0252849,754,14336,C03189,NA,OCC(O)COP(O)(O)=O,1
3441,Carvedilol,HMDB0015267,2585,3441,C06875,NA,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,1
3479,Cefadroxil,HMDB0015271,47965,3479,C06878,NA,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,1
3533,NA,NA,NA,NA,NA,NA,NA,0
4453,Desogestrel,HMDB0014449,40973,4453,C07629,NA,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],1
4638,Diphenidol,HMDB0015361,3055,4638,C06961,NA,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,1
4640,Diphenylamine,HMDB0032562,11487,4640,C11016,NA,N(C1=CC=CC=C1)C1=CC=CC=C1,1
9232,NA,NA,NA,NA,NA,NA,NA,0
3638,Chloroquine,HMDB0014746,2719,3638,C07625,NA,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,1
3647,Chlorpromazine,HMDB0014620,2726,3647,C06906,NA,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,1
1879,Tyrosol,HMDB0004284,10393,1879,C06044,7044,OCCC1=CC=C(O)C=C1,1
4868,Estramustine,HMDB0015327,259331,4868,C11228,NA,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],1
4883,NA,NA,NA,NA,NA,NA,NA,0
5014,Fenvalerate,HMDB0031791,3347,5014,C10988,NA,CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1)C1=CC=C(Cl)C=C1,1
5078,3-Hydroxyflavone,HMDB0031816,11349,5078,C01495,NA,OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1,1
5130,Flurbiprofen,HMDB0014850,3394,5130,NA,NA,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,1
9984,NA,NA,NA,NA,NA,NA,NA,0
29987,NA,NA,NA,NA,NA,NA,NA,0
29919,NA,NA,NA,NA,NA,NA,NA,0
10588,m-chlorophenylpiperazine (m-CPP),HMDB0061008,1355,10588,C11738,NA,ClC1=CC(=CC=C1)N1CCNCC1,1
30118,NA,NA,NA,NA,NA,NA,NA,0
30119,NA,NA,NA,NA,NA,NA,NA,0
29571,Dehydroabietic acid,HMDB0061925,94391,29571,C12078,NA,[H][C@@]12CCC3=CC(=CC=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)C(C)C,1
1438,3-Methylthiopropionic acid,HMDB0001527,563,1438,C08276,6300,CSCCC(O)=O,1
2438,NA,NA,NA,NA,NA,NA,NA,0
4593,Dihydroxyfumaric acid,HMDB0002050,8618,4593,C00975,6460,OC(O)=C(O)C(=O)C(O)=O,1
29368,Sulfamide,HMDB0258578,NA,29368,NA,NA,NS(N)(=O)=O,1
5659,Hentriacontane,HMDB0030092,12410,5659,C08376,NA,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
3688,Chrysophanein,HMDB0039098,4483734,3688,C10316,NA,CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1OC1OC(CO)C(O)C(O)C1O)C2=O,1
3534,Cephalexin,HMDB0014707,27447,3534,C06895,NA,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,1
29449,Hydrazoic acid,HMDB0253241,24530,29449,NA,NA,N=[N+]=[N-],1
4648,Diploptene,METPA0803,NA,4648,C06310,NA,NA,1
2424,NA,NA,NA,NA,NA,NA,NA,0
8984,NA,NA,NA,NA,NA,NA,NA,0
29851,NA,NA,NA,NA,NA,NA,NA,0
10782,NA,NA,NA,NA,NA,NA,NA,0
7613,Nonacosane,HMDB0034288,12409,7613,C08384,NA,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
19812,24-Methylenecholesterol,HMDB0006849,92113,19812,C15781,NA,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=C)C(C)C,1
27017,NA,NA,NA,NA,NA,NA,NA,0
27273,NA,NA,NA,NA,NA,NA,NA,0
24564,Altretamine,HMDB0014631,2123,24564,NA,NA,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,1
25620,2-Nitrobenzoic acid,HMDB0245255,NA,25620,C16234,NA,OC(=O)C1=CC=CC=C1N(=O)=O,1
21848,NA,NA,NA,NA,NA,NA,NA,0
29223,NA,NA,NA,NA,NA,NA,NA,0
29226,Iodate,HMDB0001061,84927,29226,NA,NA,O[I++](O)O,1
19577,2-Fluorobenzoate,METPA0280,NA,19577,C02359,NA,NA,1
22990,Camalexin,HMDB0038631,636970,22990,NA,NA,N1C=C(C2=NC=CS2)C2=CC=CC=C12,1
22998,(R)-Canadine,HMDB0243674,13982,22998,C11818,NA,COC1=CC=C2CC3N(CCC4=CC5=C(OCO5)C=C34)CC2=C1OC,1
22899,NA,NA,NA,NA,NA,NA,NA,0
18723,NA,NA,NA,NA,NA,NA,NA,0
24848,NA,NA,NA,NA,NA,NA,NA,0
25474,NA,NA,NA,NA,NA,NA,NA,0
22526,NA,NA,NA,NA,NA,NA,NA,0
21285,4-Hydroxy-L-glutamic acid,HMDB0002273,440854,21285,C05947,6586,N[C@@H](C[C@@H](O)C(O)=O)C(O)=O,1
22152,NA,NA,NA,NA,NA,NA,NA,0
22450,NA,NA,NA,NA,NA,NA,NA,0
25017,NA,NA,NA,NA,NA,NA,NA,0
20140,NA,NA,NA,NA,NA,NA,NA,0
19363,NA,NA,NA,NA,NA,NA,NA,0
25957,NA,NA,NA,NA,NA,NA,NA,0
26078,Phosphate,HMDB0001429,1004,26078,C00009,3231,OP(O)(O)=O,1
27266,D-Valine,HMDB0250806,1182,27266,C16436,NA,CC(C)C(N)C(O)=O,1
23359,Colchicine,HMDB0015466,2833,23359,C07592,NA,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,1
23681,Dibenzothiophene,HMDB0251165,3023,23681,C20125,NA,S1C2=C(C=CC=C2)C2=C1C=CC=C2,1
18898,"1,2-Dinitroglycerin",HMDB0244085,79076,18898,NA,NA,OCC(CO[N+]([O-])=O)O[N+]([O-])=O,1
19032,NA,NA,NA,NA,NA,NA,NA,0
21626,N-Acetyl-DL-phenylalanine,HMDB0255056,2000,21626,NA,NA,CC(=O)NC(CC1=CC=CC=C1)C(O)=O,1
20607,5-Methylcytidine,HMDB0000982,92918,20607,NA,5919,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N=C1N,1
18855,"1,2,3,4-Tetrachlorobenzene",HMDB0244112,103061418,18855,C18236,NA,ClC1=C(Cl)C(Cl)=C(Cl)C=C1,1
23837,NA,NA,NA,NA,NA,NA,NA,0
6128,Ketoprofen,HMDB0015144,3825,6128,C01716,NA,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1
29510,Abietinol,HMDB0034736,443474,29510,C11882,NA,[H][C@]12CCC(=CC1=CC[C@@]1([H])[C@](C)(CO)CCC[C@]21C)C(C)C,1
10100,Zafirlukast,HMDB0014689,5717,10100,C07206,NA,COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C,1
670,1-Phenylethylamine,HMDB0002017,7408,670,C02455,3246,CC(N)C1=CC=CC=C1,1
1808,4-Chlorophenoxyacetic acid,HMDB0246399,NA,1808,C07088,NA,OC(=O)COC1=CC=C(Cl)C=C1,1
10432,2-Naphthol,HMDB0012322,8663,10432,C11713,NA,OC1=CC2=CC=CC=C2C=C1,1
19809,Dihydrobrassicasterol,HMDB0034224,5283637,19809,NA,NA,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@H](C)C(C)C,1
8382,Prednisone,HMDB0014773,5865,8382,C07370,NA,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1
6842,methoxychlor,HMDB0254545,4115,6842,C11043,NA,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,1
8828,NA,NA,NA,NA,NA,NA,NA,0
8888,Ropinirole,HMDB0014413,5095,8888,C07564,NA,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,1
9445,Terazosin,HMDB0015293,5401,9445,C07127,NA,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,1
9642,Pentyl 2-furyl ketone,HMDB0032462,61738,9642,C02088,NA,CCCCCC(=O)C1=CC=CO1,1
9711,Triflupromazine,HMDB0014650,5568,9711,NA,NA,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,1
6682,Mangiferin,HMDB0034410,5358385,6682,C10077,NA,OCC1OC(C(O)C(O)C1O)C1=C(O)C2=C(OC3=C(C=C(O)C(O)=C3)C2=O)C=C1O,1
6801,"1,1-Dimethylbiguanide",HMDB0001921,4091,6801,C07151,6390,CN(C)C(=N)NC(N)=N,1
29484,NA,NA,NA,NA,NA,NA,NA,0
9086,NA,NA,NA,NA,NA,NA,NA,0
8746,NA,NA,NA,NA,NA,NA,NA,0
2364,abrusoside A,NA,6857683,2364,C08920,NA,CC1=CC((C)2CC3(C)4CC5(C)(C(=O)O)(O6O(CO)(O)(O)6O)CC56C46CC23C)OC1=O,1
2417,NA,NA,NA,NA,NA,NA,NA,0
2540,Alantolactone,HMDB0035906,327378,2540,C09289,NA,CC1CCCC2(C)CC3OC(=O)C(=C)C3C=C12,1
2636,Amifostine,HMDB0015274,2141,2636,C06819,NA,NCCCNCCSP(O)(O)=O,1
2942,Azadirachtin A,NA,5281303,2942,C08748,NA,C/C=C(\C)C(=O)O1C(OC(C)=O)2(C(=O)OC)CO3(O)(C)(45O4(C)4C5O5OC=C54O)4(O)(C(=O)OC)OC1432,1
1751,NA,NA,NA,NA,NA,NA,NA,0
7466,Nandrolone,HMDB0002725,9904,7466,C07254,1434,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],1
5136,Fluvastatin,HMDB0015227,1548972,5136,C07014,NA,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=CC=C(F)C=C2)C2=CC=CC=C12,1
8597,Protriptyline,HMDB0014488,4976,8597,C07408,NA,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,1
3393,Carbenicillin,HMDB0014717,20824,3393,C06869,NA,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,1
3491,Cefonicid,HMDB0015423,43594,3491,C06882,NA,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,1
5959,Irbesartan,HMDB0015163,3749,5959,C07469,NA,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,1
6061,Isosorbide Dinitrate,HMDB0015021,6883,6061,C07456,NA,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,1
6775,Mesalazine,HMDB0014389,4075,6775,NA,NA,NC1=CC(C(O)=O)=C(O)C=C1,1
20651,5-dihydroergosterol,NA,5283628,20651,NA,NA,CC(C)(C)/C=C/(C)1CC2C3=CC4C(O)CC4(C)3CC21C,1
7459,Naloxone,HMDB0015314,5284596,7459,C07252,NA,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O,1
29813,NA,NA,NA,NA,NA,NA,NA,0
8055,NA,NA,NA,NA,NA,NA,NA,0
8075,Phenoxyacetic acid,HMDB0031609,19188,8075,C02181,NA,OC(=O)COC1=CC=CC=C1,1
5337,Germacrene,HMDB0302609,NA,5337,C09672,NA,CC(C)=C1CC\C(C)=C\CC\C(C)=C\C1,1
8464,NA,NA,NA,NA,NA,NA,NA,0
6343,Labetalol,HMDB0014736,3869,6343,C07063,NA,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,1
6601,lycorine,HMDB0254256,3978,6601,C08532,NA,OC1C=C2CCN3CC4=CC5=C(OCO5)C=C4C(C23)C1O,1
9337,Sulfathiazole,HMDB0015619,5340,9337,C11169,NA,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,1
9434,Telmisartan,HMDB0015101,65999,9434,C07710,NA,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,1
29377,NA,NA,NA,NA,NA,NA,NA,0
30201,NA,NA,NA,NA,NA,NA,NA,0
2866,Ascaridole,HMDB0035766,10545,2866,C09836,NA,CC(C)C12CCC(C)(OO1)C=C2,1
3104,Bilobol,NA,5281852,3104,C10770,NA,CCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1,1
29132,NAPQI,HMDB0060946,39763,29132,NA,NA,CC(=O)N=C1C=CC(=O)C=C1,1
4469,Dextroamphetamine,HMDB0015516,5826,4469,C07884,NA,C[C@H](N)CC1=CC=CC=C1,1
8050,Phenacetin,HMDB0256387,4754,8050,C07591,NA,CCOC1=CC=C(NC(C)=O)C=C1,1
8502,Propylthiouracil,HMDB0014690,657298,8502,C07569,NA,CCCC1=CC(=O)NC(=S)N1,1
4918,Methyleugenol,HMDB0031864,7127,4918,C10454,NA,COC1=C(OC)C=C(CC=C)C=C1,1
2618,Amantadine,HMDB0015051,2130,2618,C06818,NA,NC12CC3CC(CC(C3)C1)C2,1
9328,Sulfadiazine,HMDB0014503,5215,9328,C07658,NA,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,1
7635,"1,2,8-Trihydroxy-3-methylanthraquinone",HMDB0033790,442759,7635,C10379,NA,CC1=CC2=C(C(O)=C1O)C(=O)C1=C(C=CC=C1O)C2=O,1
469,1'-Acetoxychavicol,HMDB0041006,119104,469,C10426,NA,CC(=O)O[C@@H](C=C)C1=CC=C(OC(C)=O)C=C1,1
9212,Sparfloxacin,HMDB0015339,60464,9212,C07662,NA,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O,1
508,"1,2-Epoxy-3-(p-nitrophenoxy)propane",HMDB0246908,21327,508,C04274,NA,[O-][N+](=O)C1=CC=C(OCC2CO2)C=C1,1
28,(-)-Linalool,NA,443158,28,C11388,NA,C=C(C)(O)CCC=C(C)C,1
42,(R)-Pronuciferine,HMDB0030344,628376,42,C09611,NA,COC1=C(OC)C2=C3C(CC22C=CC(=O)C=C2)N(C)CCC3=C1,1
4798,Entacapone,HMDB0012226,5281081,4798,C07943,NA,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,1
3682,Dantron,HMDB0029752,2950,3682,C10312,NA,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,1
743,pedilstatin,NA,643665,743,C09143,NA,CCC/C=C/C=C\C(=O)O1(C)2(O)(C=C(CO)C3C(=O)C(C)=C32)2C(C)(C)12OC(C)=O,1
4876,Ethacrynic acid,HMDB0015039,3278,4876,NA,NA,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,1
4042,"(1S,3S)-(R)-Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",HMDB0243566,2912,4042,C10984,NA,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,1
7640,Nortriptyline,HMDB0014680,4543,7640,C07274,NA,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1
3611,Chlordiazepoxide,HMDB0014618,NA,3611,NA,NA,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1,1
9588,Ticlopidine,HMDB0014353,5472,9588,C07140,NA,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,1
9053,Sclareol,HMDB0036827,521332,9053,C09183,NA,CC(O)(CCC1C(C)(O)CCC2C(C)(C)CCCC12C)C=C,1
2791,Aprobarbital,HMDB0015441,6464,2791,C07826,NA,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1
3207,Budesonide,HMDB0015353,5281004,3207,NA,NA,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1
3723,NA,NA,NA,NA,NA,NA,NA,0
6076,Itraconazole,HMDB0015298,55283,6076,NA,NA,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,1
3210,Bufotenin,HMDB0041842,10257,3210,C08299,NA,CN(C)CCC1=CNC2=C1C=C(O)C=C2,1
9410,Taurodeoxycholic acid,HMDB0000896,2733768,9410,C05463,5853,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,1
